Evolution parameters:
Namespace(mutation_prob=0.2, crossover_prob=0.6, population_size=20, generations_max=20, simulations_per_indiv=6, len_individual=6, food_weight=0.01, mutation_copies=3, tournament_k=7, resume_from_log=None, random_seed=True, n_best_to_return=None, debug=True)

Default simulation parameters:
>FISH_MOMENTUM_CONSTANT: 0.75
>FISH_FEAR_MOMENTUM_CONSTANT: 0.825
>ALIGNMENT_CONSTANT: 0.25
>COHESION_CONSTANT: 0.05
>SEPARATION_CONSTANT: 20
>SHARK_REPULSION_CONSTANT: 8
>FOOD_ATTRACTION_CONSTANT: 0.25
>WIDTH: 400
>HEIGHT: 400
>NUM_STEPS: 1000
>NUM_FISH: 400
>NUM_SHARKS: 1
>NUM_FOOD: 50
>FISH_SENSE_DIST: 25
>SHARK_SENSE_DIST: 100
>FISH_MAX_SPEED: 4
>SHARK_MAX_SPEED: 7
>SHARK_KILL_RADIUS: 10
>SHARK_MOMENTUM_CONSTANT: 1
>SHARK_SEARCH_CONSTANT: 2
>SHARK_HUNT_CONSTANT: 40
>FISH_DIM_ELLIPSE_X: 5
>FISH_DIM_ELLIPSE_Y: 9
>FISH_FEAR_CONSTANT: 3
>SHARK_DIM_ELLIPSE_X: 30
>SHARK_DIM_ELLIPSE_Y: 50
>SHARK_BLIND_ANGLE_DEG: 40
>WALL: 0
>LOG_FILEPATH: logs/log-default-simulation_2023-06-20_17-19-42.txt

Starting computation at 2023-06-20 17:19:44.

avg dead: 284, avg food: 203, score: 282
avg dead: 242, avg food: 758, score: 234
avg dead: 256, avg food: 1635, score: 239
avg dead: 267, avg food: 216, score: 265
avg dead: 258, avg food: 222, score: 255
avg dead: 282, avg food: 242, score: 279
avg dead: 297, avg food: 216, score: 295
avg dead: 266, avg food: 202, score: 264
avg dead: 277, avg food: 184, score: 275
avg dead: 265, avg food: 169, score: 263
avg dead: 267, avg food: 132, score: 265
avg dead: 255, avg food: 211, score: 253
avg dead: 315, avg food: 338, score: 311
avg dead: 243, avg food: 183, score: 241
avg dead: 307, avg food: 2210, score: 285
avg dead: 267, avg food: 522, score: 262
avg dead: 238, avg food: 164, score: 237
avg dead: 300, avg food: 180, score: 298
avg dead: 276, avg food: 236, score: 273
avg dead: 279, avg food: 269, score: 276
GEN 0, TIME 41.04, PARAMS: [ 0.38839, 0.18774, 0.64319, 0.02399, 7.10165, 7.43236, ], SCORE: 234.91
avg dead: 269, avg food: 562, score: 263
avg dead: 276, avg food: 652, score: 270
avg dead: 216, avg food: 1545, score: 200
avg dead: 268, avg food: 1640, score: 252
avg dead: 290, avg food: 194, score: 288
avg dead: 242, avg food: 1625, score: 226
avg dead: 246, avg food: 164, score: 245
avg dead: 275, avg food: 1282, score: 262
avg dead: 290, avg food: 214, score: 288
avg dead: 262, avg food: 207, score: 259
avg dead: 272, avg food: 171, score: 270
avg dead: 212, avg food: 189, score: 210
avg dead: 255, avg food: 205, score: 253
avg dead: 262, avg food: 655, score: 256
