Evolution parameters:
Namespace(mutation_prob=0.2, crossover_prob=0.6, population_size=20, generations_max=20, simulations_per_indiv=6, len_individual=6, food_weight=0.0001, mutation_copies=3, tournament_k=7, resume_from_log=None, random_seed=True, n_best_to_return=None, debug=True)

Default simulation parameters:
>FISH_MOMENTUM_CONSTANT: 0.75
>FISH_FEAR_MOMENTUM_CONSTANT: 0.825
>ALIGNMENT_CONSTANT: 0.25
>COHESION_CONSTANT: 0.05
>SEPARATION_CONSTANT: 20
>SHARK_REPULSION_CONSTANT: 8
>FOOD_ATTRACTION_CONSTANT: 0.25
>WIDTH: 400
>HEIGHT: 400
>NUM_STEPS: 1000
>NUM_FISH: 100
>NUM_SHARKS: 1
>NUM_FOOD: 50
>FISH_SENSE_DIST: 25
>SHARK_SENSE_DIST: 100
>FISH_MAX_SPEED: 4
>SHARK_MAX_SPEED: 7
>SHARK_KILL_RADIUS: 10
>SHARK_MOMENTUM_CONSTANT: 1
>SHARK_SEARCH_CONSTANT: 2
>SHARK_HUNT_CONSTANT: 40
>FISH_DIM_ELLIPSE_X: 5
>FISH_DIM_ELLIPSE_Y: 9
>FISH_FEAR_CONSTANT: 3
>SHARK_DIM_ELLIPSE_X: 30
>SHARK_DIM_ELLIPSE_Y: 50
>SHARK_BLIND_ANGLE_DEG: 40
>WALL: 0
>LOG_FILEPATH: logs/log-default-simulation_2023-06-20_21-39-06.txt

Starting computation at 2023-06-20 21:39:07.

avg dead: 78, avg food: 92, score: 78
avg dead: 65, avg food: 148, score: 65
avg dead: 47, avg food: 636, score: 47
avg dead: 80, avg food: 166, score: 80
avg dead: 83, avg food: 387, score: 83
avg dead: 67, avg food: 163, score: 67
avg dead: 69, avg food: 213, score: 69
avg dead: 71, avg food: 142, score: 70
avg dead: 69, avg food: 68, score: 69
avg dead: 69, avg food: 81, score: 69
avg dead: 75, avg food: 67, score: 75
avg dead: 71, avg food: 210, score: 71
avg dead: 67, avg food: 213, score: 67
avg dead: 75, avg food: 91, score: 75
avg dead: 67, avg food: 131, score: 67
avg dead: 87, avg food: 1076, score: 86
avg dead: 70, avg food: 141, score: 69
avg dead: 68, avg food: 146, score: 68
avg dead: 71, avg food: 69, score: 71
avg dead: 74, avg food: 181, score: 74
GEN 0, TIME 9.08, PARAMS: [ 0.68182, 0.10443, 0.26213, 1.22821, 7.86818, 4.95628, ], SCORE: 47.27
avg dead: 75, avg food: 167, score: 75
avg dead: 46, avg food: 676, score: 46
avg dead: 53, avg food: 412, score: 53
avg dead: 73, avg food: 121, score: 73
avg dead: 82, avg food: 202, score: 82
avg dead: 71, avg food: 159, score: 71
avg dead: 76, avg food: 154, score: 76
avg dead: 68, avg food: 139, score: 68
avg dead: 43, avg food: 595, score: 43
avg dead: 68, avg food: 132, score: 68
avg dead: 78, avg food: 78, score: 78
avg dead: 53, avg food: 594, score: 53
avg dead: 72, avg food: 156, score: 72
avg dead: 51, avg food: 664, score: 50
avg dead: 69, avg food: 138, score: 69
avg dead: 62, avg food: 149, score: 62
avg dead: 61, avg food: 152, score: 61
avg dead: 43, avg food: 656, score: 42
avg dead: 67, avg food: 149, score: 67
avg dead: 69, avg food: 146, score: 69
avg dead: 73, avg food: 143, score: 73
avg dead: 71, avg food: 146, score: 70
avg dead: 66, avg food: 160, score: 65
avg dead: 66, avg food: 164, score: 66
avg dead: 80, avg food: 538, score: 80
avg dead: 68, avg food: 231, score: 68
avg dead: 67, avg food: 194, score: 67
avg dead: 55, avg food: 533, score: 55
avg dead: 83, avg food: 115, score: 83
avg dead: 61, avg food: 233, score: 61
avg dead: 69, avg food: 167, score: 69
avg dead: 45, avg food: 627, score: 45
avg dead: 50, avg food: 636, score: 50
avg dead: 68, avg food: 125, score: 68
avg dead: 77, avg food: 162, score: 76
avg dead: 77, avg food: 183, score: 77
avg dead: 67, avg food: 153, score: 67
avg dead: 66, avg food: 155, score: 66
avg dead: 61, avg food: 551, score: 61
avg dead: 68, avg food: 156, score: 68
avg dead: 71, avg food: 71, score: 71
avg dead: 45, avg food: 646, score: 44
avg dead: 73, avg food: 151, score: 73
avg dead: 46, avg food: 725, score: 45
avg dead: 71, avg food: 148, score: 71
avg dead: 64, avg food: 182, score: 64
avg dead: 72, avg food: 134, score: 72
avg dead: 54, avg food: 615, score: 54
