Evolution parameters:
Namespace(mutation_prob=0.2, crossover_prob=0.6, population_size=20, generations_max=20, simulations_per_indiv=6, len_individual=6, food_weight=0.01, mutation_copies=3, tournament_k=7, resume_from_log=None, random_seed=True, n_best_to_return=None, debug=True)

Default simulation parameters:
>FISH_MOMENTUM_CONSTANT: 0.75
>FISH_FEAR_MOMENTUM_CONSTANT: 0.825
>ALIGNMENT_CONSTANT: 0.25
>COHESION_CONSTANT: 0.05
>SEPARATION_CONSTANT: 20
>SHARK_REPULSION_CONSTANT: 8
>FOOD_ATTRACTION_CONSTANT: 0.25
>WIDTH: 400
>HEIGHT: 400
>NUM_STEPS: 1000
>NUM_FISH: 400
>NUM_SHARKS: 1
>NUM_FOOD: 50
>FISH_SENSE_DIST: 25
>SHARK_SENSE_DIST: 100
>FISH_MAX_SPEED: 4
>SHARK_MAX_SPEED: 7
>SHARK_KILL_RADIUS: 10
>SHARK_MOMENTUM_CONSTANT: 1
>SHARK_SEARCH_CONSTANT: 2
>SHARK_HUNT_CONSTANT: 40
>FISH_DIM_ELLIPSE_X: 5
>FISH_DIM_ELLIPSE_Y: 9
>FISH_FEAR_CONSTANT: 3
>SHARK_DIM_ELLIPSE_X: 30
>SHARK_DIM_ELLIPSE_Y: 50
>SHARK_BLIND_ANGLE_DEG: 40
>WALL: 0
>LOG_FILEPATH: logs/log-default-simulation_2023-06-19_16-23-42.txt

Starting computation at 2023-06-19 16:23:45.

avg dead: 312, avg food: 315, score: 309
avg dead: 321, avg food: 163, score: 319
avg dead: 257, avg food: 441, score: 252
avg dead: 254, avg food: 4053, score: 213
avg dead: 246, avg food: 189, score: 244
avg dead: 264, avg food: 265, score: 261
avg dead: 261, avg food: 2447, score: 237
avg dead: 235, avg food: 161, score: 234
avg dead: 336, avg food: 283, score: 333
avg dead: 286, avg food: 201, score: 283
avg dead: 273, avg food: 217, score: 271
avg dead: 238, avg food: 218, score: 236
avg dead: 295, avg food: 135, score: 294
avg dead: 297, avg food: 258, score: 294
avg dead: 310, avg food: 852, score: 302
avg dead: 255, avg food: 182, score: 253
avg dead: 335, avg food: 584, score: 329
avg dead: 290, avg food: 264, score: 287
avg dead: 291, avg food: 2772, score: 263
avg dead: 290, avg food: 270, score: 287
GEN 0, TIME 43.85, PARAMS: [ 0.46701, 5.59639, 0.09309, 1.93350, 7.94083, 5.21825, ], SCORE: 213.47
avg dead: 280, avg food: 2184, score: 258
avg dead: 247, avg food: 163, score: 246
avg dead: 203, avg food: 3955, score: 163
avg dead: 288, avg food: 2416, score: 264
avg dead: 320, avg food: 280, score: 317
avg dead: 252, avg food: 4103, score: 211
avg dead: 254, avg food: 4193, score: 212
avg dead: 260, avg food: 4617, score: 214
avg dead: 286, avg food: 425, score: 282
avg dead: 256, avg food: 162, score: 254
avg dead: 290, avg food: 2173, score: 268
avg dead: 254, avg food: 2302, score: 231
avg dead: 259, avg food: 3559, score: 223
avg dead: 240, avg food: 163, score: 239
avg dead: 349, avg food: 257, score: 346
avg dead: 280, avg food: 204, score: 278
avg dead: 281, avg food: 176, score: 279
avg dead: 268, avg food: 3917, score: 228
avg dead: 257, avg food: 194, score: 255
avg dead: 296, avg food: 218, score: 294
avg dead: 284, avg food: 220, score: 281
avg dead: 302, avg food: 2452, score: 278
avg dead: 326, avg food: 296, score: 323
avg dead: 253, avg food: 3275, score: 221
avg dead: 244, avg food: 4235, score: 201
avg dead: 268, avg food: 4337, score: 225
avg dead: 275, avg food: 1993, score: 255
avg dead: 250, avg food: 3370, score: 216
avg dead: 266, avg food: 243, score: 263
avg dead: 275, avg food: 129, score: 274
avg dead: 267, avg food: 168, score: 265
avg dead: 258, avg food: 195, score: 256
avg dead: 255, avg food: 1735, score: 237
avg dead: 252, avg food: 163, score: 250
avg dead: 256, avg food: 3670, score: 219
avg dead: 230, avg food: 2868, score: 201
avg dead: 344, avg food: 391, score: 340
avg dead: 269, avg food: 3425, score: 235
avg dead: 246, avg food: 4102, score: 205
avg dead: 270, avg food: 3539, score: 234
avg dead: 283, avg food: 454, score: 278
avg dead: 266, avg food: 178, score: 264
avg dead: 269, avg food: 2495, score: 244
avg dead: 255, avg food: 4090, score: 214
avg dead: 251, avg food: 4196, score: 209
avg dead: 236, avg food: 200, score: 234
avg dead: 283, avg food: 297, score: 280
avg dead: 273, avg food: 200, score: 271
avg dead: 266, avg food: 190, score: 264
avg dead: 243, avg food: 4030, score: 203
avg dead: 249, avg food: 186, score: 247
avg dead: 280, avg food: 274, score: 278
avg dead: 229, avg food: 186, score: 227
avg dead: 285, avg food: 2394, score: 261
avg dead: 329, avg food: 297, score: 326
avg dead: 244, avg food: 3547, score: 208
avg dead: 260, avg food: 3414, score: 226
avg dead: 217, avg food: 5716, score: 159
avg dead: 297, avg food: 2321, score: 274
avg dead: 326, avg food: 2094, score: 305
avg dead: 279, avg food: 237, score: 277
avg dead: 321, avg food: 170, score: 319
avg dead: 303, avg food: 183, score: 301
avg dead: 279, avg food: 237, score: 277
avg dead: 254, avg food: 2579, score: 228
avg dead: 247, avg food: 213, score: 245
avg dead: 240, avg food: 4160, score: 198
avg dead: 332, avg food: 1386, score: 318
avg dead: 310, avg food: 391, score: 306
avg dead: 252, avg food: 4105, score: 210
avg dead: 241, avg food: 3718, score: 203
avg dead: 239, avg food: 2612, score: 213
avg dead: 290, avg food: 448, score: 286
avg dead: 287, avg food: 169, score: 285
avg dead: 270, avg food: 2442, score: 245
avg dead: 257, avg food: 4439, score: 213
avg dead: 230, avg food: 3534, score: 195
avg dead: 269, avg food: 202, score: 267
avg dead: 295, avg food: 286, score: 292
avg dead: 249, avg food: 160, score: 248
avg dead: 238, avg food: 174, score: 236
avg dead: 249, avg food: 4009, score: 209
avg dead: 273, avg food: 169, score: 272
avg dead: 265, avg food: 258, score: 262
avg dead: 282, avg food: 178, score: 281
avg dead: 311, avg food: 1455, score: 296
avg dead: 288, avg food: 301, score: 284
avg dead: 306, avg food: 2351, score: 283
avg dead: 239, avg food: 3432, score: 205
avg dead: 214, avg food: 3942, score: 174
avg dead: 307, avg food: 1288, score: 294
